item,itemLabel,enLabel,pubYear,imdbID,tmdbID,type,genres,cast,directors,screenwriters,runtimes
http://www.wikidata.org/entity/Q23994919,브로커,Broker,2022,tt13056052,736732,movie,드라마 영화,"이주영, 강동원, 송강호, 아이유, 배두나",고레에다 히로카즈,고레에다 히로카즈,129
http://www.wikidata.org/entity/Q55106096,성난 황소,Unstoppable,2022,tt9225192,554972,movie,"액션 영화, 범죄 영화","박지환, 김민재, 김성오, 배누리, 마동석, 송지효",,,116
http://www.wikidata.org/entity/Q51748848,독전,Believer,2022,tt7095654,518963,movie,액션 영화,"류준열, 김성령, 김주혁, 조진웅, 차승원",이해영,정서경,123
http://www.wikidata.org/entity/Q79999246,앵커,Anchor,2022,tt19245482,626129,movie,"미스터리 영화, 스릴러 영화","박지현, 신하균, 천우희, 이혜영",정지연,정지연,111
http://www.wikidata.org/entity/Q85983581,유체이탈자,Spiritwalker,2022,tt15108954,602295,movie,"액션 영화, 미스터리 영화","박지환, 임지연, 유승목, 박용우, 윤계상",윤재근,,108
http://www.wikidata.org/entity/Q85986884,킹메이커,Kingmaker,2022,tt17491616,573787,movie,드라마 영화,"조우진, 유재명, 이선균, 설경구",변성현,변성현,123
http://www.wikidata.org/entity/Q64577280,열두 번째 용의자,The 12th Suspect,2022,tt10410602,605767,movie,"본격추리물, 스릴러 영화","김희상, 허성태, 한지안, 정지순, 김지훈, 남연우, 장원영, 남성진, 박선영, 명계남, 김동영, 김상경",고명성,고명성,102
http://www.wikidata.org/entity/Q97207066,특송,Special Delivery,2022,tt16529222,606403,movie,액션 영화,"박소담, 김의성, 송새벽",박대민,,108
http://www.wikidata.org/entity/Q97338678,해적 Part Ⅱ: 도깨비 깃발,The Pirates: The Last Royal Treasure,2022,tt17491040,591120,movie,코미디 영화,"채수빈, 세훈, 강하늘, 한효주, 이광수, 권상우",김정훈,천성일,126
http://www.wikidata.org/entity/Q100889636,헤어질 결심,Decision to Leave,2022,tt12477480,705996,movie,"드라마 영화, 로맨스 영화, 미스터리 영화","고경표, 박용우, 김신영, 박해일, 탕웨이, 이정현, 정이서, 유승목",박찬욱,"정서경, 박찬욱",138
http://www.wikidata.org/entity/Q101001902,인생은 아름다워,Life Is Beautiful,2022,tt13236270,616670,movie,,"류승룡, 염정아",최국희,,122
http://www.wikidata.org/entity/Q105294011,미션 파서블,Mission Possible,2022,tt14140954,629028,movie,"코미디 영화, 액션 영화","이선빈, 김영광",,,105
http://www.wikidata.org/entity/Q105443659,인트로덕션,Introduction,2022,tt14035108,795797,movie,드라마 영화,"박미소, 신석호, 서영화, 기주봉, 김영호, 예지원, 김민희",홍상수,홍상수,"65, 66"
http://www.wikidata.org/entity/Q105584534,공조 2: 인터내셔날,Confidential Assignment 2: International,2022,tt21867370,736820,movie,액션 영화,"이민지, 진선규, 박민하, 유해진, 다니엘 헤니, 윤아, 현빈",이석훈,,129
http://www.wikidata.org/entity/Q105674145,모럴센스,Love and Leashes,2022,tt15553956,760517,movie,로맨틱 코미디,"이석형, 김한나, 안승균, 이준영, 서현우, 이엘, 김보라 (1995년), 서현",박현진,박현진,117
http://www.wikidata.org/entity/Q105795501,비상선언,Emergency Declaration,2022,tt11535228,626872,movie,"드라마 영화, 액션 영화, 재난 영화, 스릴러 영화","김국희, 김보민, 박해준, 문숙, 우미화, 현봉식, 김소진, 설인아, 이열음, 송강호, 이병헌, 김남길, 전도연, 임시완",한재림,한재림,"141, 147"
http://www.wikidata.org/entity/Q106996423,미드나이트,Midnight,2022,tt14757872,628704,movie,스릴러 영화,"김혜윤, 위하준, 송유현, 길해연, 박훈, 진기주",권오승,,103
http://www.wikidata.org/entity/Q107073403,랑종,The Medium,2022,tt13446168,745881,movie,공포 영화,,반종 피산다나쿤,,131
http://www.wikidata.org/entity/Q107208538,모가디슈,Escape from Mogadishu,2022,tt14810692,607844,movie,"드라마 영화, 액션 영화","김소진, 구교환, 박경혜, 김재화, 정만식, 허준호, 김윤석, 조인성",류승완,"이기철, 류승완",121
http://www.wikidata.org/entity/Q108067645,서울대작전,Seoul Vibe,2022,tt13611770,773867,movie,액션 영화,"박주현, 옹성우, 이규형, 김채은, 송민호, 오정세, 김성균, 고경표, 정웅인, 유아인, 문소리",문현성,,139
http://www.wikidata.org/entity/Q108101745,야차,Yaksha: Ruthless Operations,2022,tt12663250,606402,movie,범죄 영화,"이수경, 박해수, 진경, 이엘, 송재림, 이케우치 히로유키, 양동근, 박진영, 설경구",나현,,125
http://www.wikidata.org/entity/Q109355923,범죄도시2,The Roundup,2022,tt15838850,619803,movie,"액션 영화, 범죄 영화","정재광, 최귀화, 박지환, 허동원, 손석구, 남문철, 하준, 박지영, 마동석",이상용,,106
http://www.wikidata.org/entity/Q109743680,경관의 피,The Policeman's Lineage,2022,tt16676718,610321,movie,,"이태구, 정종우, 이성우, 엄지만, 박상훈, 손인용, 박명훈, 박정범, 차엽, 이현욱, 백현진, 이얼, 윤진영, 권율, 조진웅, 최우식, 박희순",이규만,,120
http://www.wikidata.org/entity/Q110625579,20세기 소녀,20th Century Girl,2022,tt15340724,851644,movie,청춘 영화,"노윤서, 박정우, 변우석, 김유정",방우리,,119
http://www.wikidata.org/entity/Q110628573,소설가의 영화,The Novelist's Film,2022,tt17146978,928713,movie,"드라마 영화, 코미디 드라마","김시하, 서영화, 박미소, 기주봉, 이혜영, 권해효, 김민희, 조윤희",홍상수,홍상수,93
http://www.wikidata.org/entity/Q110629410,카터,Carter,2022,tt21237030,800345,movie,"액션 영화, 모험 영화","정소리, 김보민, 주원, 이성재",정병길,"정병길, 정병식",132
http://www.wikidata.org/entity/Q110707514,인민을 위해 복무하라,Serve the People,2022,tt18372308,743814,movie,"드라마 영화, 로맨스 영화","지안, 연우진, 조성하",장철수,,146
http://www.wikidata.org/entity/Q110761576,비밀의 언덕,The Hill of Secrets,2022,tt17080040,927035,movie,어린이 영화,"임선우, 장선, 문승아, 강길우",이지은,이지은,122
http://www.wikidata.org/entity/Q110878273,이상한 나라의 수학자,In Our Prime,2022,tt12663772,628802,movie,드라마 영화,"김동휘, 박해준, 박병은, 조윤서, 최민식",박동훈,이용재,117
http://www.wikidata.org/entity/Q111364645,마녀 Part2. The Other One,The Witch: Part 2. The Other One,2022,tt13721828,615173,movie,"액션 영화, 공포 영화, 미스터리 영화","서이라, 신시아, 채원빈, 변서윤, 서은수, 김다미, 차순배, 성유빈, 엄태구, 진구, 조민수, 박은빈, 이종석",박훈정,박훈정,"137, 138"
http://www.wikidata.org/entity/Q111450541,서울괴담,Urban Myths,2022,tt20039176,957154,movie,"공포 영화, 옴니버스 영화",,홍원기,,123
http://www.wikidata.org/entity/Q111460301,셀럽은 회의 중,Celeb Five: Behind the Curtain,2022,tt18570468,929373,movie,"코미디 영화, 모큐멘터리","안영민, 송은이, 김신영",,,55
http://www.wikidata.org/entity/Q111532444,불도저에 탄 소녀,The Girl on a Bulldozer,2022,tt19632924,783127,movie,"드라마 영화, 미스터리 영화","오만석, 김혜윤, 박혁권, 예성",박이웅,,112
http://www.wikidata.org/entity/Q111589656,외계+인 1부,Alienoid,2022,tt20168564,601796,movie,"판타지 영화, 액션 영화, SF 영화","조우진, 김태리, 류준열, 김의성, 김우빈, 소지섭, 염정아, 이하늬",최동훈,최동훈,142
http://www.wikidata.org/entity/Q111937655,더 킬러: 죽어도 되는 아이,The Killer: A Girl Who Deserves to Die,2022,tt19713090,938008,movie,"액션 영화, 문학 작품을 원작으로 하는 영화","이서영, 방은정, 이승준, 브루스 칸, 장혁",최재훈,,95
http://www.wikidata.org/entity/Q111601995,헌트,Hunt,2022,tt6931658,727340,movie,"첩보 영화, 스릴러 영화, 액션 스릴러","아담 스트렌트, 고윤정, 허성태, 김종수, 정만식, 전혜진, 이정재, 정우성",이정재,,131
http://www.wikidata.org/entity/Q111662797,사이버 지옥: n번방을 무너뜨려라,Cyber Hell: Exposing an Internet Horror,2022,tt19768508,965143,movie,다큐멘터리 영화,,최진성,,104
http://www.wikidata.org/entity/Q111695746,오마주,Hommage,2022,tt15620810,878974,movie,,"탕준상, 이정은, 권해효",신수원,신수원,108
http://www.wikidata.org/entity/Q111781383,이공삼칠,2037,2022,tt21293272,833593,movie,드라마 영화,"김미화, 황석정, 전소민, 신은정, 김지영",모홍진,모홍진,126
http://www.wikidata.org/entity/Q111948809,육사오(6/45),6/45,2022,tt21800888,821153,movie,코미디 영화,"박세완, 이이경, 곽동연, SIC, 고경표",박규태,박규태,113
http://www.wikidata.org/entity/Q112078141,동감,Ditto,2022,tt22872370,962489,movie,로맨스 영화,"배인혁, 조이현, 김혜윤, 나인우, 여진구",서은영,,114
http://www.wikidata.org/entity/Q112265030,자백,Confession,2022,tt13182834,634595,movie,,"최광일, 나나, 소지섭, 김윤진",윤종석,,105
http://www.wikidata.org/entity/Q112762598,리턴 투 서울,Return to Seoul,2022,tt19719836,952701,movie,드라마 영화,"박지민, 오광록",데이비 추,,119
http://www.wikidata.org/entity/Q113107162,뉴 노멀,New Normal,2022,tt21983200,987072,movie,"옴니버스 영화, 스릴러 영화","하다인, 정동원, 이유미, 최지우, 피오, 이문식, 민호",정범식,정범식,"112, 113"
http://www.wikidata.org/entity/Q113197148,더 글로리,The Glory,2022,tt21344706,136283,tv,심리 스릴러,"오지율, 이소이, 김히어라, 김건우, 이도현, 신예은, 염혜란, 차주영, 안소요, 박성훈, 김정영, 정성일, 임지연, 정지소, 송혜교",안길호,김은숙 (드라마 작가),50
http://www.wikidata.org/entity/Q113330857,보호자,A Man of Reason,2022,tt21387514,656156,movie,"드라마 영화, 액션 영화, 스릴러 영화","김준한, 박성웅, 정우성, 김남길",정우성,,"98, 103"
http://www.wikidata.org/entity/Q113407742,늑대사냥,Project Wolf Hunting,2022,tt15575470,799379,movie,"범죄 영화, 액션 영화, 공포 영화, SF 영화","성동일, 장영남, 임주환, 장동윤, 김강훈, 이성욱, 손종학, 정소민, 홍지윤, 고창석, 최귀화, 정문성, 박호산, 서인국",김홍선,김홍선,"121, 122"
http://www.wikidata.org/entity/Q113827318,성적표의 김민영,Kim Min-young of the Report Card,2022,tt14626814,805050,movie,드라마 영화,김주아,"이재은, 임지선",,97
http://www.wikidata.org/entity/Q114056520,소년들,The Boys,2022,tt22298582,714651,movie,"드라마 영화, 범죄 영화","염혜란, 허성태, 진경, 김동영, 유준상, 설경구",정지영,,124
http://www.wikidata.org/entity/Q114554516,데시벨,Decibel,2022,tt17494686,774548,movie,액션 영화,"이상희, 차은우, 정상훈, 박병은, 조달환, 김래원, 이종석",황인호,,110
http://www.wikidata.org/entity/Q114583707,축복의 집,Dust and Ashes,2022,tt13513548,707172,movie,,"이강지, 안소요",박희권,,79
http://www.wikidata.org/entity/Q114767372,올빼미,The Night Owl,2022,tt23871504,806128,movie,"미스터리 영화, 스릴러 영화",,안태진,,118
http://www.wikidata.org/entity/Q114818806,정순,Jeong-sun,2022,tt21968058,956731,movie,드라마 영화,"김금순, 윤금선아, 김최용준",정지혜,정지혜,105
http://www.wikidata.org/entity/Q114819230,경아의 딸,Gyeong-ah's Daughter,2022,tt21093922,956733,movie,,"이채경, 하윤경, 김정영",김정은,,119
http://www.wikidata.org/entity/Q115490012,"그 겨울, 나는",Through My Midwinter,2022,tt15689768,877429,movie,,"권다함, 오지혜, 권소현",오성호,,100
http://www.wikidata.org/entity/Q115627589,크리스마스 캐럴,Christmas Carol,2022,tt23746764,882580,movie,액션 영화,"김동휘, 송건희, 허동원, 김영민 (1971년), 박진영",김성수,,131
http://www.wikidata.org/entity/Q115629929,젠틀맨,Gentleman,2022,tt24670346,848198,movie,"액션 영화, 범죄 영화","권한솔, 최성은, 박혜은, 강홍석, 이달, 박성웅, 주지훈",김경원,,123
http://www.wikidata.org/entity/Q115858816,서울의 봄,12.12: The Day,2022,tt22507524,919207,movie,"드라마 영화, 액션 영화, 역사 영화","유성주, 현봉식, 전진기, 차건우, 안세호, 정해인, 염동헌, 남윤호, 홍서준, 박훈, 전수지, 차래형, 임철형, 최병모, 박해준, 김성균, 이재윤, 박정학, 김의성, 정형석, 정동환, 박원상, 안내상, 정만식, 서광재, 이성민, 김성오, 정우성, 황정민, 이준혁",김성수,"김성수, 홍원찬",141
http://www.wikidata.org/entity/Q118917498,나는 인터넷 가수다,I'am Internet Singer,2022,tt27710916,1118700,movie,콘서트 영화,돌카스,이승빈,,189
http://www.wikidata.org/entity/Q93739105,뜨거운 피,Hot Blooded: Once Upon a Time in Korea,2022,tt18250780,599333,movie,"문학 작품을 원작으로 하는 영화, 갱스터 영화",,천명관,,
http://www.wikidata.org/entity/Q107675694,오! 마이 고스트,Oh! My Ghost,2022,tt27547850,795295,movie,,"전수진, 안서현, 정진운, 주연, 정태우",홍태선,,
http://www.wikidata.org/entity/Q109374393,정직한 후보 2,Honest Candidate 2,2022,tt22048600,795276,movie,,"서현우, 윤경호, 박진주, 라미란, 김무열, 윤두준",장유정,,
http://www.wikidata.org/entity/Q110936474,낮에는 덥고 밤에는 춥고,"Hot in Day, Cold at Night",2022,tt15689882,877409,movie,,,박송열,,
http://www.wikidata.org/entity/Q111528951,공기살인,Air Murder,2022,tt19849514,731684,movie,드라마 영화,,,,
http://www.wikidata.org/entity/Q111752918,안녕하세요 (2022년 영화),Good Morning,2022,tt20779376,820435,movie,,"박현숙, 김환희, 송재림, 이윤지, 유선, 이순재",,,
http://www.wikidata.org/entity/Q111914907,카시오페아,Cassiopeia,2022,tt20918806,875153,movie,,"주예림, 서현진, 안성기",신연식,,
http://www.wikidata.org/entity/Q112609197,리미트,Limit,2022,tt21632892,718289,movie,,"문정희, 이정현",이승준,,
http://www.wikidata.org/entity/Q113441372,탑 (영화),Walk Up,2022,tt21404804,1002470,movie,드라마 영화,"권해효, 박미소",홍상수,,
http://www.wikidata.org/entity/Q113632119,썬더버드,Thunderbird,2022,tt26344746,962931,movie,,"이설, 서현우",,,
http://www.wikidata.org/entity/Q114234890,테이크 원,Take 1,2022,tt22071828,210267,tv,다큐멘터리 텔레비전 프로그램,"마마무, 악동뮤지션, 유희열, 임재범, 박정현, 비, 조수미",,,
http://www.wikidata.org/entity/Q114407234,뒤틀린 집,Contorted,2022,tt21263500,877260,movie,문학 작품을 원작으로 하는 영화,"김보민, 김민재, 서영희",,,
http://www.wikidata.org/entity/Q114767380,고속도로 가족,Highway Family,2022,tt23622670,886430,movie,,,,,
http://www.wikidata.org/entity/Q115113820,하얀 차를 탄 여자,The Woman in the White Car,2022,tt21983828,987470,movie,,"이정은, 장진희, 정려원",,,
http://www.wikidata.org/entity/Q123222684,공작새,Peafowl,2022,tt28103086,977150,movie,,,,,
http://www.wikidata.org/entity/Q487376,미인도,Portrait of a Beauty,2021,tt1330206,60192,movie,"전기 영화, 로맨스 영화",김규리,전윤수,,108
http://www.wikidata.org/entity/Q490764,오감도,Five Senses of Eros,2021,tt1587422,54225,movie,"로맨스 영화, 성 소수자 연관 장르","정의철, 차수연, 신세경, 김규리, 김강우, 김수로, 배종옥, 김동욱, 이시영, 송중기, 장혁","민규동, 허진호, 변혁, 유영식, 오기환",,128
http://www.wikidata.org/entity/Q491969,후궁: 제왕의 첩,The Concubine,2021,tt2544120,122126,movie,"드라마 영화, 에로 영화, 로맨스 영화","조여정, 김민준, 김동욱",김대승,,122
http://www.wikidata.org/entity/Q16256567,해무,Sea Fog,2021,tt3303728,272691,movie,"드라마 영화, 스릴러 영화","김윤석, 박유천, 한예리",심성보,"봉준호, 심성보",110
http://www.wikidata.org/entity/Q16734496,끝까지 간다,A Hard Day,2021,tt3697626,269494,movie,"액션 영화, 범죄 영화, 스릴러 영화","장인섭, 신동미, 허정은, 박보검, 신정근, 정만식, 이지훈, 조진웅, 이선균",김성훈,김성훈,111
http://www.wikidata.org/entity/Q21577091,살인자의 기억법,Memoir of a Murderer,2021,tt5729348,432836,movie,"액션 영화, 범죄 영화, 문학 작품을 원작으로 하는 영화","김설현, 김남길, 설경구, 오달수",원신연,황조윤,118
http://www.wikidata.org/entity/Q24113685,터널,The Tunnel,2021,tt5910280,390497,movie,"드라마 영화, 재난 영화","정석용, 박혁권, 신정근, 남지현, 하정우, 배두나, 오달수",김성훈,하정우,127
http://www.wikidata.org/entity/Q28133253,조작된 도시,Fabricated City,2021,tt6399158,435366,movie,"액션 영화, 스릴러 영화","안재홍, 지창욱, 심은경(Shim Eun Kyung)",박광현,"박광현, 오상호",126
http://www.wikidata.org/entity/Q30612342,검객,The Swordsman,2021,tt7035004,492008,movie,"액션 영화, 대한민국의 사극","김현수, 이민혁, 이나경, 정만식, 조 타슬림, 장혁",최재훈,최재훈,100
http://www.wikidata.org/entity/Q30612784,협상,The Negotiation,2021,tt6904272,542836,movie,"드라마 영화, 액션 영화","현빈, 손예진",이종석,,114
http://www.wikidata.org/entity/Q85975473,나는보리,Bori,2021,tt13322018,582377,movie,드라마 영화,김아송,김진유,,110
http://www.wikidata.org/entity/Q85981905,아무도 없는 곳,Shades of the Heart,2021,tt14425000,589713,movie,드라마 영화,"윤혜리, 이주영, 연우진, 김상호, 아이유",김종관,,"83, 85"
http://www.wikidata.org/entity/Q85983581,유체이탈자,Spiritwalker,2021,tt15108954,602295,movie,"액션 영화, 미스터리 영화","박지환, 임지연, 유승목, 박용우, 윤계상",윤재근,,108
http://www.wikidata.org/entity/Q85985072,제8일의 밤,The 8th Night,2021,tt14781176,604360,movie,미스터리 영화,"남다름, 김동영, 이얼, 박해준, 최진호, 이성민, 김유정",김태형,김태형,115
http://www.wikidata.org/entity/Q93096991,위쳐: 늑대의 악몽,The Witcher: Nightmare of the Wolf,2021,tt11657662,666243,movie,"일본 액션 만화 및 애니메이션, 일본 판타지 애니메이션 및 만화",,,,83
http://www.wikidata.org/entity/Q96384351,여고괴담 여섯번째 이야기: 모교,Whispering Corridors 6: The Humming,2021,tt14821640,602288,movie,공포 영화,"최리, 비비, 김서형, 김현수, 권해효",이명,이명,"108, 117"
http://www.wikidata.org/entity/Q65261718,서복,Seo Bok,2021,tt13316722,586047,movie,SF 영화,"이언정, 공유, 조우진, 김홍파, 연제욱, 박병은, 김재건, 박보검, 장영남",이용주,이용주,114
http://www.wikidata.org/entity/Q65267432,승리호,Space Sweepers,2021,tt12838766,581389,movie,"스페이스 오페라, SF 영화","오윤수, 박예린, 김태리, 진선규, 송중기, 리처드 아미티지",조성희,,136
http://www.wikidata.org/entity/Q97216877,싱크홀,Sinkhole,2021,tt12664618,623135,movie,"드라마 영화, 코미디 영화, 액션 영화","김혜준, 남다름, 이광수, 김성균, 차승원",김지훈,전철홍,117
http://www.wikidata.org/entity/Q102315344,차인표,What Happened to Mr. Cha?,2021,tt13667212,629277,movie,코미디 영화,"송재룡, 조상구, 조달환, 차인표",김동규,,106
http://www.wikidata.org/entity/Q104884970,위시 유: 나의 마음속 너의 멜로디,Wish You,2021,tt13866142,783753,movie,"로맨스 영화, 성 소수자 연관 장르",인수,,,101
http://www.wikidata.org/entity/Q104899860,세자매,Three Sisters,2021,tt13947302,705950,movie,드라마 영화,"김선영, 장윤주, 문소리",이승원,,115
http://www.wikidata.org/entity/Q105294011,미션 파서블,Mission Possible,2021,tt14140954,629028,movie,"코미디 영화, 액션 영화","이선빈, 김영광",,,105
http://www.wikidata.org/entity/Q105687100,빛과 철,Back Light,2021,tt14342730,705993,movie,,"염혜란, 이주원, 강진아, 박지후, 김시은",배종대,,107
http://www.wikidata.org/entity/Q105708865,고백,Go Back,2021,tt10376384,716854,movie,,"하윤경, 박하선",서은영,,99
http://www.wikidata.org/entity/Q105728237,불어라 검풍아,Slate,2021,tt13576808,747984,movie,,"안지혜, 이민지",조바른,,99
http://www.wikidata.org/entity/Q106541036,내일의 기억,Recalled,2021,tt14527836,602302,movie,"드라마 영화, 미스터리 영화, 스릴러 영화","배유람, 김주령, 염혜란, 서예지, 성혁, 박상욱, 김강우",서유민,,99
http://www.wikidata.org/entity/Q106612798,비와 당신의 이야기,Waiting for Rain,2021,tt14540764,656159,movie,"드라마 영화, 로맨스 영화","이설, 강하늘, 천우희, 강소라",조진모,,117
http://www.wikidata.org/entity/Q106614348,기적,Miracle: Letters to the President,2021,tt14490546,730823,movie,드라마 영화,"이수경, 김강훈, 박정민, 이성민, 윤아",이장훈,,117
http://www.wikidata.org/entity/Q106920712,파이프라인,Pipeline,2021,tt14716932,618200,movie,액션 영화,"배다빈, 배유람, 태항호, 유승목, SIC, 이수혁, 서인국",유하,,108
http://www.wikidata.org/entity/Q106921060,혼자 사는 사람들,Aloners,2021,tt14598598,805058,movie,"드라마 영화, 독립 영화","김모범, 금해나, 정다은, 공승연, 박정학, 서현우",홍성은,홍성은,91
http://www.wikidata.org/entity/Q106996423,미드나이트,Midnight,2021,tt14757872,628704,movie,스릴러 영화,"김혜윤, 위하준, 송유현, 길해연, 박훈, 진기주",권오승,,103
http://www.wikidata.org/entity/Q107073403,랑종,The Medium,2021,tt13446168,745881,movie,공포 영화,,반종 피산다나쿤,,131
http://www.wikidata.org/entity/Q107102266,해피 뉴 이어,A Year-End Medley,2021,tt16755970,821661,movie,"코미디 영화, 로맨스 영화",,곽재용,,137
http://www.wikidata.org/entity/Q107208538,모가디슈,Escape from Mogadishu,2021,tt14810692,607844,movie,"드라마 영화, 액션 영화","김소진, 구교환, 박경혜, 김재화, 정만식, 허준호, 김윤석, 조인성",류승완,"이기철, 류승완",121
http://www.wikidata.org/entity/Q107258216,블랙핑크 더 무비,Blackpink: The Movie,2021,tt14880612,843388,movie,다큐멘터리 영화,,정수이,,"99, 100"
http://www.wikidata.org/entity/Q107264952,인질,Hostage: Missing Celebrity,2021,tt14941222,602463,movie,액션 영화,황정민,필감성,,94
http://www.wikidata.org/entity/Q107639040,대외비: 권력의 탄생,The Devil's Deal,2021,tt15089904,640327,movie,,"손여은, 이성민, 김무열, 조진웅",이원태,,116
http://www.wikidata.org/entity/Q108037639,보이스,On the Line,2021,tt15426974,644714,movie,"범죄 영화, 스릴러 영화","이규성, 이주영, 원진아, 박명훈, 변요한, 조재윤, 김희원, 김무열",,,109
http://www.wikidata.org/entity/Q108830409,더스트맨,Dust-Man,2021,tt15387726,705991,movie,,"심달기, 강길우, 전운종, 우지현, 민경진",김나경,,92
http://www.wikidata.org/entity/Q108874777,나는 나를 해고하지 않는다,I Don't Fire Myself,2021,tt14262350,706065,movie,"드라마 영화, 독립 영화","김상규, 유다인, 오정세",이태겸,,111
http://www.wikidata.org/entity/Q108935293,같은 속옷을 입는 두 여자,The Apartment with Two Women,2021,tt15482612,874200,movie,드라마 영화,양흥주,김세인,김세인,140
http://www.wikidata.org/entity/Q109146854,종착역,Short Vacation,2021,tt13995564,742750,movie,드라마 영화,,"서한솔, 권민표","권민표, 서한솔",79
http://www.wikidata.org/entity/Q109455193,내겐 너무 소중한 너,You're So Precious to Me,2021,tt14739128,817485,movie,드라마 영화,,,,100
http://www.wikidata.org/entity/Q110117937,태일이,Chun Tae-il: A Flame That Lives On,2021,tt16159984,658210,movie,,,홍준표,,99
http://www.wikidata.org/entity/Q111695746,오마주,Hommage,2021,tt15620810,878974,movie,,"탕준상, 이정은, 권해효",신수원,신수원,108
http://www.wikidata.org/entity/Q117432057,기억의 시간,Time of Memory,2021,tt18114570,1087914,movie,로맨스 영화,,,,97
http://www.wikidata.org/entity/Q124317733,간이역,A Way Station,2021,tt21038832,784610,movie,"드라마 영화, 로맨스 영화","김재경 (가수), 김동준",,,101
http://www.wikidata.org/entity/Q136463220,송해 1927,Song Hae 1927,2021,tt14871868,744263,movie,다큐멘터리 영화,송해,윤재호,,82
http://www.wikidata.org/entity/Q18142638,화려한 외출,Love Lesson,2021,tt3985604,286687,movie,드라마 영화,"변준석, 김선영",,,
http://www.wikidata.org/entity/Q55105692,메리 크리스마스 미스터 모,Merry Christmas Mr. Mo,2021,tt6095976,428014,movie,드라마 영화,기주봉,임대형,임대형,
http://www.wikidata.org/entity/Q85989166,화이트데이: 부서진 결계,The Labyrinth,2021,tt16303324,850805,movie,공포 영화,"이혜란, 박유나, 강찬희",송운,,
http://www.wikidata.org/entity/Q97610551,더블패티,Double Patty,2021,tt14493552,727551,movie,,,백승환,,
http://www.wikidata.org/entity/Q103742243,자산어보,The Book of Fish,2021,tt14371900,581390,movie,시대극,"이정은, 강기영, 변요한, 조우진, 김의성, 민도희, 최원영, 류승룡, 정진영, 방은진, 설경구",이준익,,
http://www.wikidata.org/entity/Q105044860,안녕? 나야!,"Hello, Me!",2021,tt13670090,116045,tv,"로맨틱 코미디, 텔레비전 드라마, 코미디 텔레비전 시리즈","김유미, 최강희, 김영광",,,
http://www.wikidata.org/entity/Q105393718,어느 날,One Ordinary Day,2021,tt14170016,130789,tv,"범죄 영화, 미스터리 영화",김수현,,,
http://www.wikidata.org/entity/Q105759565,더 박스,The Box,2021,tt14280066,728814,movie,"뮤지컬 영화, 로드 무비","조달환, 찬열",,,
http://www.wikidata.org/entity/Q106416026,새콤달콤,Sweet & Sour,2021,tt14599938,662237,movie,로맨스 영화,"장기용, 채수빈, 정수정",이계벽,,
http://www.wikidata.org/entity/Q106882211,발신제한,Hard Hit,2021,tt14980972,654739,movie,액션 영화,"이재인, 조우진, 류승수, 진경, 김지호, 지창욱",김창주,,
http://www.wikidata.org/entity/Q107376771,괴기맨숀,The Grotesque Mansion,2021,tt14895216,842033,movie,공포 영화,"이창훈, 김홍파, 소진, 김보라 (1995년), 성준",조바른,,
http://www.wikidata.org/entity/Q107508420,당신 얼굴 앞에서,In Front of Your Face,2021,tt14776918,820517,movie,드라마 영화,,홍상수,홍상수,
http://www.wikidata.org/entity/Q107583795,귀문,Guimoon: The Lightless Door,2021,tt14922584,844069,movie,공포 영화,"김소혜, 김강우",,,
http://www.wikidata.org/entity/Q107610311,방법: 재차의,The Cursed: Dead Man’s Prey,2021,tt17640714,724885,movie,,"이설, 고규필, 정지소, 정문성, 권해효, 김인권, 엄지원, 오윤아",김용완,연상호,
http://www.wikidata.org/entity/Q108119523,쇼미더고스트,Show Me the Ghost,2021,tt15220262,840526,movie,,,,,
http://www.wikidata.org/entity/Q108563302,영화의 거리,Cinema Street,2021,tt28306927,858236,movie,,"한선화, 이완",,,
http://www.wikidata.org/entity/Q108843963,아들의 이름으로,In the Name of the Son,2021,tt14617622,756501,movie,,"김희찬, 윤유선, 박근형, 이세은, 안성기",이정국,,
http://www.wikidata.org/entity/Q108845960,정말 먼 곳,A Distant Place,2021,tt12385988,705956,movie,성 소수자 연관 장르,"기도영, 강길우, 이상희, 홍경, 기주봉",박근영,,
http://www.wikidata.org/entity/Q108846187,십개월의 미래,Ten Months,2021,tt15108792,707157,movie,,"최성은, 유이든, 백현진, 서영주",,,
http://www.wikidata.org/entity/Q109228965,연애 빠진 로맨스,Nothing Serious,2021,tt16303830,736545,movie,로맨스 영화,"전종서, 손석구, 공민정",정가영,"왕혜지, 정가영",
http://www.wikidata.org/entity/Q109270685,강릉,Tomb of the River,2021,tt15741196,752886,movie,"액션 영화, 스릴러 영화","오대환, 박성근, 유오성, 장혁",윤영빈,,
http://www.wikidata.org/entity/Q109286670,사랑의 꽈배기,Love Twist,2021,tt16432936,135753,tv,텔레비전 드라마,,,,
http://www.wikidata.org/entity/Q109537207,나만 보이니,I Can Only See,2021,tt15274892,840239,movie,"코미디 영화, 공포 영화, 호러 코미디 영화","이세희, 솔빈, 이순원, 훈 (가수), 곽희성, 정진운",,,
http://www.wikidata.org/entity/Q109546624,너에게 가는 길,Coming to you,2021,tt14627194,805047,movie,다큐멘터리 영화,,,,
http://www.wikidata.org/entity/Q109668267,장르만 로맨스,Perhaps Love,2021,tt15587126,599331,movie,,,조은지,,
http://www.wikidata.org/entity/Q110936474,낮에는 덥고 밤에는 춥고,"Hot in Day, Cold at Night",2021,tt15689882,877409,movie,,,박송열,,
